tf,contrast,method,nes,n_networks,fdr
DBP,basal_to_ciliated,viper,-11.181028975655838,3.0,4.3472009030383006e-11
DBP,basal_to_club,viper,-6.430312828732127,3.0,0.0001969254371137
DBP,basal_to_goblet,viper,-5.493799765460549,3.0,0.0010137468618312
DBX2,basal_to_ciliated,viper,-9.634982285859104,3.0,1.5129685303844935e-08
DBX2,basal_to_club,viper,-7.840477072261308,3.0,1.1713226367342026e-05
DBX2,basal_to_goblet,viper,-8.054299658270287,3.0,5.776567949339442e-06
DDIT3,basal_to_ciliated,viper,-2.880214425913738,3.0,0.0464736336171426
DDIT3,basal_to_club,viper,-1.9439338382139288,3.0,0.2595873795527308
DDIT3,basal_to_goblet,viper,-2.085141804889849,3.0,0.2449774670982382
DEAF1,basal_to_ciliated,viper,-6.794374612774247,4.0,2.289697749545259e-06
DEAF1,basal_to_club,viper,-7.000005258344009,4.0,3.942911928927651e-06
DEAF1,basal_to_goblet,viper,-6.617566720069821,4.0,2.188330795261444e-05
DLX1,basal_to_ciliated,viper,-8.304725662488101,3.0,6.371492571403684e-08
DLX1,basal_to_club,viper,-10.278377106215867,3.0,1.8874809315784338e-10
DLX1,basal_to_goblet,viper,-8.276895579765997,3.0,1.185975296618598e-06
DLX2,basal_to_ciliated,viper,-5.9257963934975075,3.0,0.000125730871917
DLX2,basal_to_club,viper,-5.615385583804739,3.0,0.0013518703737279
DLX2,basal_to_goblet,viper,-5.627613904425964,3.0,0.0015311621266716
DLX3,basal_to_ciliated,viper,-10.55810524747888,3.0,3.701145802074337e-11
DLX3,basal_to_club,viper,-8.770006960450303,3.0,1.0755499719370573e-07
DLX3,basal_to_goblet,viper,-8.921454090906744,3.0,5.521530423341062e-07
DLX4,basal_to_ciliated,viper,5.86777224990601,3.0,0.0006114273120381
DLX4,basal_to_club,viper,-2.181556703305284,3.0,0.2752993968216145
DLX4,basal_to_goblet,viper,-1.8911292292053705,3.0,0.4022320633171861
DLX5,basal_to_ciliated,viper,-12.163689972187,3.0,6.703167745611566e-15
DLX5,basal_to_club,viper,-10.349105990746583,3.0,1.957593857140729e-11
DLX5,basal_to_goblet,viper,-9.101734628542953,3.0,2.4481167653254417e-08
DLX6,basal_to_ciliated,viper,-8.849918906712501,3.0,1.0081195483116164e-08
DLX6,basal_to_club,viper,-7.061545252698883,3.0,3.606321402888895e-06
DLX6,basal_to_goblet,viper,-6.112494182307282,3.0,0.0004221030690354
DMBX1,basal_to_ciliated,viper,-3.439088118818979,3.0,0.0015347803505634
DMBX1,basal_to_club,viper,-8.586131104479108,3.0,3.900918866053904e-09
DMBX1,basal_to_goblet,viper,-6.323319733865925,3.0,1.621359015395199e-05
DMRT1,basal_to_ciliated,viper,-9.941996361435272,4.0,3.1524786828373917e-12
DMRT1,basal_to_club,viper,-9.632747309006428,4.0,2.5428777474907303e-10
DMRT1,basal_to_goblet,viper,-8.194301571330671,4.0,4.2940335783264056e-08
DMRT2,basal_to_ciliated,viper,-5.141770142063376,3.0,0.0002163715344697
DMRT2,basal_to_club,viper,-7.2644446880737155,3.0,5.479904679075717e-07
DMRT2,basal_to_goblet,viper,-6.104760009424186,3.0,2.8268102397027897e-05
DMRT3,basal_to_ciliated,viper,-6.648446561960529,3.0,0.0001196416545485
DMRT3,basal_to_club,viper,-4.0309966812115015,3.0,0.0120375709173305
DMRT3,basal_to_goblet,viper,-2.268984853032622,3.0,0.2063960209989884
DMRTA1,basal_to_ciliated,viper,10.361814275025308,3.0,3.5673402288899334e-11
DMRTA1,basal_to_club,viper,5.720665805948201,3.0,0.0002175092216455
DMRTA1,basal_to_goblet,viper,5.5881531563831555,3.0,0.0003006177232245
DMRTA2,basal_to_ciliated,viper,-5.334557034736752,3.0,0.0004404129351044
DMRTA2,basal_to_club,viper,-5.617976006461587,3.0,0.0007602499706304
DMRTA2,basal_to_goblet,viper,-3.1628873087059124,3.0,0.0687837795582624
DMTF1,basal_to_ciliated,viper,4.5524568721993015,3.0,0.0057361456836632
DMTF1,basal_to_club,viper,1.8447728676703024,3.0,0.3314553180609314
DMTF1,basal_to_goblet,viper,-1.2751117120174433,3.0,0.5521420489797901
DNMT1,basal_to_ciliated,viper,0.10826706595720381,2.0,0.355342307669427
DNMT1,basal_to_club,viper,-5.63814173400236,2.0,4.113055586144224e-05
DNMT1,basal_to_goblet,viper,-6.324272327084957,2.0,2.6240279020996627e-06
DNTTIP1,basal_to_ciliated,viper,3.162979561838831,2.0,0.0182193404516727
DNTTIP1,basal_to_club,viper,-3.3033542478380897,2.0,0.043910214856755
DNTTIP1,basal_to_goblet,viper,-1.17371279342214,2.0,0.502975039929912
DOT1L,basal_to_ciliated,viper,0.24763696012853997,3.0,0.4935258594867304
DOT1L,basal_to_club,viper,2.0315688112860273,3.0,0.2900949466980573
DOT1L,basal_to_goblet,viper,0.619592068292088,3.0,0.6485941312820648
DPF1,basal_to_ciliated,viper,9.134420412421413,3.0,6.322894256819058e-09
DPF1,basal_to_club,viper,-0.9722920224465696,3.0,0.6248093176082945
DPF1,basal_to_goblet,viper,-0.8052100581451883,3.0,0.7334590672568724
DPF3,basal_to_ciliated,viper,-7.6255339724612385,3.0,7.734572003152858e-07
DPF3,basal_to_club,viper,-7.481990133692732,3.0,1.3034200838280736e-06
DPF3,basal_to_goblet,viper,-7.11330366960767,3.0,3.7960301589026352e-06
DPRX,basal_to_ciliated,viper,1.0960280342653397,3.0,0.5709136370086829
DPRX,basal_to_club,viper,-2.7584656896238244,3.0,0.2237068243935439
DPRX,basal_to_goblet,viper,-2.421076292998333,3.0,0.2626879529787347
DR1,basal_to_ciliated,viper,-4.5085060976176,3.0,0.0083153126806707
DR1,basal_to_club,viper,-4.994172371390162,3.0,0.0045470501801671
DR1,basal_to_goblet,viper,-4.847287952677034,3.0,0.005600178470867
DRAP1,basal_to_ciliated,viper,-7.376579324083044,3.0,9.499186726735692e-06
DRAP1,basal_to_club,viper,-7.5648818626577645,3.0,6.261443600215843e-06
DRAP1,basal_to_goblet,viper,-6.238766886782098,3.0,8.39690549486816e-05
DRGX,basal_to_ciliated,viper,-4.394368086308854,3.0,0.0152045142788796
DRGX,basal_to_club,viper,-4.516483412376104,3.0,0.0146232967274555
DRGX,basal_to_goblet,viper,-3.373438448733199,3.0,0.1041374895337795
DUX4,basal_to_ciliated,viper,4.030615876204632,2.0,0.0043307883326844
DUX4,basal_to_club,viper,-0.03138430574414765,2.0,0.8314949675131201
DUX4,basal_to_goblet,viper,0.6030849386849478,2.0,0.7640216443570519
DUXA,basal_to_ciliated,viper,-9.320871177071108,3.0,1.4182616015111153e-08
DUXA,basal_to_club,viper,-8.474750940996964,3.0,2.6182409553764365e-06
DUXA,basal_to_goblet,viper,-9.385951034422769,3.0,1.9751572769285033e-08
DZIP1,basal_to_ciliated,viper,10.21289318097653,3.0,2.1007907761026944e-12
DZIP1,basal_to_club,viper,0.9974097156442492,3.0,0.7380147292214145
DZIP1,basal_to_goblet,viper,0.8496970845876998,3.0,0.7172822905227739
E2F1,basal_to_ciliated,viper,-20.004466603228654,6.0,1.127684217289842e-26
E2F1,basal_to_club,viper,-15.913326269573892,6.0,2.548374102725223e-16
E2F1,basal_to_goblet,viper,-16.08053499008293,6.0,5.688033302424343e-17
E2F2,basal_to_ciliated,viper,-9.549746671407556,3.0,4.832197477031199e-09
E2F2,basal_to_club,viper,-8.472176226940158,3.0,3.171633624748779e-08
E2F2,basal_to_goblet,viper,-9.265034289606861,3.0,9.057362903791936e-09
E2F3,basal_to_ciliated,viper,-8.14670783276567,3.0,1.302260364511508e-07
E2F3,basal_to_club,viper,-5.455170304673158,3.0,0.0009434629185633
E2F3,basal_to_goblet,viper,-5.543852309670165,3.0,0.0006152141831268
E2F4,basal_to_ciliated,viper,-17.376753162072735,6.0,1.5782700487565493e-21
E2F4,basal_to_club,viper,-13.163546161012974,6.0,2.467668840740319e-12
E2F4,basal_to_goblet,viper,-13.628965802247697,6.0,2.50496033702343e-13
E2F5,basal_to_ciliated,viper,9.138291134591178,4.0,1.5562839604377956e-10
E2F5,basal_to_club,viper,2.882761579291957,4.0,0.1000907469053023
E2F5,basal_to_goblet,viper,3.2780823264044763,4.0,0.0914476483810859
E2F6,basal_to_ciliated,viper,-17.724008110423327,5.0,2.6878729588947333e-30
E2F6,basal_to_club,viper,-14.407831593993869,5.0,3.3085863264389737e-20
E2F6,basal_to_goblet,viper,-13.976313241223577,5.0,1.1058277913494625e-18
E2F7,basal_to_ciliated,viper,-1.37088553802312,5.0,0.0011940202907389
E2F7,basal_to_club,viper,-10.543141793751449,5.0,3.142103991204591e-07
E2F7,basal_to_goblet,viper,-11.800434510570689,5.0,1.9751572769285033e-08
E2F8,basal_to_ciliated,viper,-4.199365847424402,3.0,0.0201652297416139
E2F8,basal_to_club,viper,-8.081778795556817,3.0,2.166777543920055e-06
E2F8,basal_to_goblet,viper,-9.277647299579051,3.0,2.1541056245922105e-08
E4F1,basal_to_ciliated,viper,4.401909391749108,3.0,0.0057114194606357
E4F1,basal_to_club,viper,1.9658646018410746,3.0,0.3153036849498991
E4F1,basal_to_goblet,viper,1.8928270086212702,3.0,0.3434514480481651
EBF1,basal_to_ciliated,viper,-7.272682829987145,5.0,7.815483398006746e-05
EBF1,basal_to_club,viper,-11.479297464692197,5.0,8.832440047021401e-10
EBF1,basal_to_goblet,viper,-10.678156061180744,5.0,1.2908668968368544e-08
EBF2,basal_to_ciliated,viper,-0.482824880632243,2.0,0.3154236681403158
EBF2,basal_to_club,viper,-7.100987530439645,2.0,2.0436884067535797e-07
EBF2,basal_to_goblet,viper,-6.470670951853803,2.0,2.0702449663827596e-05
EBF3,basal_to_ciliated,viper,-5.824758357797365,3.0,5.155784161509234e-05
EBF3,basal_to_club,viper,-5.893377476918041,3.0,0.0001219349982145
EBF3,basal_to_goblet,viper,-5.324620038476209,3.0,0.0005900632366062
EBF4,basal_to_ciliated,viper,1.4256728379591115,3.0,0.4153483030039902
EBF4,basal_to_club,viper,1.090936300126948,3.0,0.6667444973045471
EBF4,basal_to_goblet,viper,-1.7167539967504084,3.0,0.4508582915375341
EEA1,basal_to_ciliated,viper,-3.129973115117945,3.0,0.0472367542370032
EEA1,basal_to_club,viper,-1.9754928488206094,3.0,0.3385004661845627
EEA1,basal_to_goblet,viper,-2.4991616903367775,3.0,0.2176145423464316
EGR1,basal_to_ciliated,viper,-9.704118212225834,6.0,4.0521444901879307e-07
EGR1,basal_to_club,viper,-2.3857052843604167,6.0,0.3658426069342279
EGR1,basal_to_goblet,viper,-6.512907427321044,6.0,0.0022316670736126
EGR2,basal_to_ciliated,viper,-4.482721617145449,3.0,0.010150796707412
EGR2,basal_to_club,viper,-2.3333556433714597,3.0,0.2917713651267499
EGR2,basal_to_goblet,viper,-3.12753794921788,3.0,0.1120058056942101
EGR3,basal_to_ciliated,viper,-6.588556872160633,3.0,3.035556198375942e-05
EGR3,basal_to_club,viper,-5.066180675758689,3.0,0.0014960091715711
EGR3,basal_to_goblet,viper,-4.323512277972086,3.0,0.0118303593644712
EGR4,basal_to_ciliated,viper,-4.7114337694931585,3.0,0.002688535166962
EGR4,basal_to_club,viper,-4.350945647837547,3.0,0.0147111335978618
EGR4,basal_to_goblet,viper,-4.202920007587489,3.0,0.0293269108652771
EHF,basal_to_ciliated,viper,-7.504853608599329,4.0,4.3325239006303e-05
EHF,basal_to_club,viper,-4.27161783765572,4.0,0.0312986537242438
EHF,basal_to_goblet,viper,-1.9730178917347083,4.0,0.3033485846427982
ELF1,basal_to_ciliated,viper,10.882459837304026,5.0,2.4906434796705347e-11
ELF1,basal_to_club,viper,-3.3194745346039354,5.0,0.1411419551922357
ELF1,basal_to_goblet,viper,-1.8263347767630589,5.0,0.3061099556576925
ELF2,basal_to_ciliated,viper,4.53374741289572,3.0,0.0022423704647493
ELF2,basal_to_club,viper,1.3719331524861154,3.0,0.5077294638771174
ELF2,basal_to_goblet,viper,-0.0508562783996907,3.0,0.9186016660581562
ELF3,basal_to_ciliated,viper,3.144336756952221,4.0,0.0489779594849348
ELF3,basal_to_club,viper,6.719828869794449,4.0,0.0007181666781508
ELF3,basal_to_goblet,viper,8.748386072062662,4.0,2.60658062016354e-06
ELF4,basal_to_ciliated,viper,-0.0996534752173665,3.0,0.4409918279359535
ELF4,basal_to_club,viper,-2.8246132561294215,3.0,0.1011458286983872
ELF4,basal_to_goblet,viper,-2.972402264355473,3.0,0.0842938377286647
ELF5,basal_to_ciliated,viper,-6.440436007823718,5.0,0.0015153967146162
ELF5,basal_to_club,viper,3.8029264700686345,5.0,0.1112424755906608
ELF5,basal_to_goblet,viper,4.182596446552516,5.0,0.0295675427159778
ELK1,basal_to_ciliated,viper,-11.447845662587197,5.0,5.405400921698725e-10
ELK1,basal_to_club,viper,-8.331056024312765,5.0,8.514184335667383e-06
ELK1,basal_to_goblet,viper,-8.38940679930728,5.0,1.222169641470681e-05
ELK3,basal_to_ciliated,viper,10.327872233864952,4.0,1.0794017771376809e-13
ELK3,basal_to_club,viper,0.12047545485555294,4.0,0.7028741408461273
ELK3,basal_to_goblet,viper,0.8307480796908833,4.0,0.7521982002435981
ELK4,basal_to_ciliated,viper,-14.319031423400281,5.0,1.2410440045402933e-17
ELK4,basal_to_club,viper,-8.484926310745456,5.0,1.4748997666037634e-06
ELK4,basal_to_goblet,viper,-7.519007029411503,5.0,0.0001204760732846
EMX1,basal_to_ciliated,viper,-6.837510247861558,3.0,3.289598483715151e-05
EMX1,basal_to_club,viper,-6.979285759421245,3.0,1.9184947515668412e-05
EMX1,basal_to_goblet,viper,-4.518580634515172,3.0,0.0047408741745769
EMX2,basal_to_ciliated,viper,-3.5484322051852595,3.0,0.0432673324146342
EMX2,basal_to_club,viper,-4.49873076523029,3.0,0.0071359949596509
EMX2,basal_to_goblet,viper,-3.148717856724562,3.0,0.0772141133007137
EN1,basal_to_ciliated,viper,-4.027979267396737,3.0,0.0067529045980454
EN1,basal_to_club,viper,-4.240577153941585,3.0,0.0130985275861979
EN1,basal_to_goblet,viper,-4.291593391599751,3.0,0.0111272822688417
EN2,basal_to_ciliated,viper,-1.2742405579067613,3.0,0.1146767070368387
EN2,basal_to_club,viper,-3.3493186777513038,3.0,0.0321132158580872
EN2,basal_to_goblet,viper,-3.0376834672519477,3.0,0.082912356570773
EOMES,basal_to_ciliated,viper,1.7548194499379195,5.0,0.3348537272896165
EOMES,basal_to_club,viper,-4.1975244445622035,5.0,0.0121094487161131
EOMES,basal_to_goblet,viper,-3.7792095820261347,5.0,0.0298969961098435
EPAS1,basal_to_ciliated,viper,-14.913662637083798,4.0,1.5037479858695044e-23
EPAS1,basal_to_club,viper,-5.486408623860455,4.0,0.0017162065154073
EPAS1,basal_to_goblet,viper,-6.35417451864039,4.0,9.152779013730238e-05
ERF,basal_to_ciliated,viper,1.5137568405431594,3.0,0.3187250848807854
ERF,basal_to_club,viper,-1.4598132897377667,3.0,0.3420933418347427
ERF,basal_to_goblet,viper,-2.06414182464384,3.0,0.2631125485026947
ERG,basal_to_ciliated,viper,-15.999065366962848,5.0,1.1088481909421623e-19
ERG,basal_to_club,viper,-15.002049418726692,5.0,1.0682544044311379e-17
ERG,basal_to_goblet,viper,-13.435648363693703,5.0,4.919198431920216e-17
ESR1,basal_to_ciliated,viper,-2.5665654403252613,6.0,0.2311076838874805
ESR1,basal_to_club,viper,0.46134006977063996,6.0,0.4936631442833678
ESR1,basal_to_goblet,viper,1.8932547279772327,6.0,0.1518806500232895
ESR2,basal_to_ciliated,viper,8.707355787352993,5.0,2.924587048583052e-07
ESR2,basal_to_club,viper,-1.3701791377729273,5.0,0.518621295253873
ESR2,basal_to_goblet,viper,-0.6031301399469815,5.0,0.7217553268884059
ESRRA,basal_to_ciliated,viper,-8.156814730343294,5.0,6.050326388199777e-06
ESRRA,basal_to_club,viper,-5.546124119939874,5.0,0.0130985275861979
ESRRA,basal_to_goblet,viper,-2.2839796117789413,5.0,0.0699610544474281
ESRRB,basal_to_ciliated,viper,-9.454209556542413,4.0,7.262634721281623e-10
ESRRB,basal_to_club,viper,-12.359166862948534,4.0,1.5438635606106917e-15
ESRRB,basal_to_goblet,viper,-11.118488053942928,4.0,9.348607569822313e-13
ESRRG,basal_to_ciliated,viper,10.58924331311394,3.0,6.262050573446017e-11
ESRRG,basal_to_club,viper,3.4485369619631756,3.0,0.0627676938526892
ESRRG,basal_to_goblet,viper,3.90429355445639,3.0,0.0560711828647495
ETS1,basal_to_ciliated,viper,-16.341217068615858,6.0,7.267583466144037e-21
ETS1,basal_to_club,viper,-10.932105072899878,6.0,1.3464886657953444e-08
ETS1,basal_to_goblet,viper,-11.157161324254673,6.0,1.576923497089371e-08
ETS2,basal_to_ciliated,viper,-6.990343787604835,4.0,4.187659530076448e-05
ETS2,basal_to_club,viper,-4.263935359730611,4.0,0.0266902878985438
ETS2,basal_to_goblet,viper,-4.999751606510019,4.0,0.0091754301390782
ETV1,basal_to_ciliated,viper,-9.466791699108555,4.0,8.10117031128426e-10
ETV1,basal_to_club,viper,-10.602600728521807,4.0,3.003802345166772e-12
ETV1,basal_to_goblet,viper,-9.662598089700703,4.0,9.985513259870341e-09
ETV2,basal_to_ciliated,viper,-13.81638399554965,4.0,3.496706676671076e-16
ETV2,basal_to_club,viper,-3.786736732335695,2.0,0.007261733052478
ETV2,basal_to_goblet,viper,-3.285630862168619,4.0,0.0658412632273152
ETV3,basal_to_ciliated,viper,-5.481339351737803,3.0,0.0001207285028204
ETV3,basal_to_club,viper,-5.912457516246505,3.0,0.0002435581235385
ETV3,basal_to_goblet,viper,-4.816981643516349,3.0,0.0054026154197523
ETV4,basal_to_ciliated,viper,-15.673638621268415,4.0,1.3015762420541691e-19
ETV4,basal_to_club,viper,-10.711348742245265,4.0,7.41115899681993e-07
ETV4,basal_to_goblet,viper,-7.857509060751551,4.0,0.0001193172940166
ETV5,basal_to_ciliated,viper,-9.31813398621024,3.0,2.891919732784639e-08
ETV5,basal_to_club,viper,-6.472625706590477,3.0,4.525947861971999e-05
ETV5,basal_to_goblet,viper,-7.848242231077274,3.0,1.6740985883222551e-06
ETV6,basal_to_ciliated,viper,7.284243114850779,4.0,1.69951284631129e-06
ETV6,basal_to_club,viper,4.9799798968765066,4.0,0.0081332940358078
ETV6,basal_to_goblet,viper,4.754806525064241,4.0,0.0046874480420577
ETV7,basal_to_ciliated,viper,-9.667678957704865,3.0,8.273331194688352e-13
ETV7,basal_to_club,viper,-7.487211502476911,3.0,1.1403377014989026e-06
ETV7,basal_to_goblet,viper,-6.24378602114163,3.0,6.746873655037937e-05
FAM170A,basal_to_ciliated,viper,7.92943610321228,3.0,9.988913032234021e-08
FAM170A,basal_to_club,viper,-3.314158801718485,2.0,0.0323154411572666
FAM170A,basal_to_goblet,viper,-0.3744585677657678,3.0,0.4973906859984418
FAM200B,basal_to_ciliated,viper,3.9957793518788622,2.0,0.0022641884064646
FAM200B,basal_to_club,viper,0.31435772146677055,2.0,0.784744362190652
FAM200B,basal_to_goblet,viper,0.5552022639427892,2.0,0.8416591712351297
FBXL19,basal_to_ciliated,viper,1.7302935984141892,2.0,0.2591405008340877
FBXL19,basal_to_club,viper,1.6323670963536097,2.0,0.4269309909444219
FBXL19,basal_to_goblet,viper,1.0222153034951562,2.0,0.6485941312820648
FEV,basal_to_ciliated,viper,-4.838896318480227,3.0,0.0065769418303601
FEV,basal_to_club,viper,-6.768324815702357,3.0,0.000354615562934
FEV,basal_to_goblet,viper,-6.13401272450942,3.0,0.0005402668083076
FEZF1,basal_to_ciliated,viper,3.082183959357731,3.0,0.0235817158152369
FEZF1,basal_to_club,viper,-2.6235468552591628,3.0,0.173152991211033
FEZF1,basal_to_goblet,viper,-3.1435386639555642,3.0,0.1211729764809911
FEZF2,basal_to_ciliated,viper,-6.186877993622411,3.0,0.0001688927164426
FEZF2,basal_to_club,viper,-6.722613031255636,3.0,4.750466683592213e-05
FEZF2,basal_to_goblet,viper,-5.308817762588196,3.0,0.0023500393641573
FIZ1,basal_to_ciliated,viper,2.7756061621557415,3.0,0.1033822434699088
FIZ1,basal_to_club,viper,1.9750513239327305,3.0,0.2906525843166148
FIZ1,basal_to_goblet,viper,1.6117511326218354,3.0,0.5077272635041679
FLI1,basal_to_ciliated,viper,1.6180385982190386,6.0,0.4738723542868721
FLI1,basal_to_club,viper,-7.341537890198895,6.0,0.0002900341900746
FLI1,basal_to_goblet,viper,-8.719285975717757,6.0,1.5406492516731532e-05
FLYWCH1,basal_to_ciliated,viper,-0.20375425358296295,2.0,0.843386844960518
FLYWCH1,basal_to_club,viper,-1.7235714666716067,2.0,0.3902323945649375
FLYWCH1,basal_to_goblet,viper,-1.9577615613500505,2.0,0.2611196245901321
FOS,basal_to_ciliated,viper,-7.060226931155133,5.0,8.64021517627454e-05
FOS,basal_to_club,viper,-2.931292162010293,5.0,0.193003954969696
FOS,basal_to_goblet,viper,-5.097922415226152,5.0,0.025435925789191
FOSB,basal_to_ciliated,viper,-5.723487431517052,3.0,0.0011573429631501
FOSB,basal_to_club,viper,-2.231548709616736,3.0,0.2968651296844645
FOSB,basal_to_goblet,viper,-4.081700028504343,3.0,0.0390989836692968
FOSL1,basal_to_ciliated,viper,-10.443543639772574,5.0,1.1714424026583133e-07
FOSL1,basal_to_club,viper,-6.13722571112958,5.0,0.0046486291353408
FOSL1,basal_to_goblet,viper,-5.106553564444673,5.0,0.0271380104457505
FOSL2,basal_to_ciliated,viper,-7.727688357018387,5.0,2.5608872110790556e-05
FOSL2,basal_to_club,viper,-4.90615588531697,5.0,0.020227358786621
FOSL2,basal_to_goblet,viper,-4.290740539759296,5.0,0.0691254705081374
FOXA1,basal_to_ciliated,viper,17.591810284160665,6.0,2.478108423001361e-20
FOXA1,basal_to_club,viper,8.460486376558942,6.0,0.000262915311994
FOXA1,basal_to_goblet,viper,10.669496408228241,6.0,4.926389612454029e-06
FOXA2,basal_to_ciliated,viper,15.438624435092729,6.0,1.3442537915012249e-18
FOXA2,basal_to_club,viper,8.14490507823268,6.0,1.372216000068136e-05
FOXA2,basal_to_goblet,viper,3.299689435171651,6.0,0.1615219701055232
FOXA3,basal_to_ciliated,viper,-2.640258602235166,3.0,0.1246989337304681
FOXA3,basal_to_club,viper,3.683264126445435,3.0,0.0241043410759635
FOXA3,basal_to_goblet,viper,5.84703063543221,3.0,0.0021571605925158
FOXB1,basal_to_ciliated,viper,4.541972263374937,3.0,0.0056022776759361
FOXB1,basal_to_club,viper,-1.5444881312494263,3.0,0.4377771636670566
FOXB1,basal_to_goblet,viper,-1.3694305464258874,3.0,0.4508582915375341
FOXC1,basal_to_ciliated,viper,1.760910017311364,3.0,0.2521556779393094
FOXC1,basal_to_club,viper,-1.7000701776097102,3.0,0.3635691450515505
FOXC1,basal_to_goblet,viper,-1.4419240010547172,3.0,0.4221851078796689
