tf,contrast,method,nes,n_networks,fdr
TBX22,basal_to_ciliated,viper,8.843392693228239,3.0,1.184709662035024e-09
TBX22,basal_to_club,viper,-0.4867168941794932,3.0,0.5936070346125817
TBX22,basal_to_goblet,viper,-0.05914651215601991,3.0,0.6116571570014144
TBX3,basal_to_ciliated,viper,-8.07402126427955,4.0,7.156885148624495e-06
TBX3,basal_to_club,viper,-5.4887884112649665,4.0,0.0016361029043683
TBX3,basal_to_goblet,viper,-4.275110653660196,4.0,0.0124198757487579
TBX4,basal_to_ciliated,viper,0.24199140158432828,3.0,0.0483762484353677
TBX4,basal_to_club,viper,-5.572425635151527,3.0,0.0004237547359335
TBX4,basal_to_goblet,viper,-4.54516536585942,3.0,0.0060742500784335
TBX5,basal_to_ciliated,viper,4.860639163770347,4.0,0.0007206125353596
TBX5,basal_to_club,viper,-4.403503863248038,4.0,0.0156326495134573
TBX5,basal_to_goblet,viper,-5.799279161377528,4.0,0.0014787602812425
TBX6,basal_to_ciliated,viper,-10.87732256356016,3.0,1.7791567883283133e-13
TBX6,basal_to_club,viper,-9.777142416376696,3.0,6.653693074243647e-10
TBX6,basal_to_goblet,viper,-5.7340361243419,3.0,0.0015316479768519
TBXT,basal_to_ciliated,viper,4.807818312980308,4.0,0.0020788138549087
TBXT,basal_to_club,viper,2.0938204137239786,4.0,0.3316906375511324
TBXT,basal_to_goblet,viper,2.4396645400589145,4.0,0.1952609282294674
TCF12,basal_to_ciliated,viper,2.387831490392495,5.0,0.1064773026736539
TCF12,basal_to_club,viper,-0.8436240029949281,5.0,0.4192348321599494
TCF12,basal_to_goblet,viper,-3.497954916616397,5.0,0.1805836113405656
TCF15,basal_to_ciliated,viper,-7.715689405751071,3.0,4.21145729991142e-06
TCF15,basal_to_club,viper,-7.525765076359815,3.0,1.0428175780821725e-05
TCF15,basal_to_goblet,viper,-6.941093836769993,3.0,7.077989530431484e-05
TCF20,basal_to_ciliated,viper,3.050071614138115,3.0,0.0966374594117945
TCF20,basal_to_club,viper,0.5681969115102607,3.0,0.1256216004549345
TCF20,basal_to_goblet,viper,-0.534670510811897,3.0,0.3948148855619721
TCF21,basal_to_ciliated,viper,3.8285570770183712,4.0,0.0217071666348097
TCF21,basal_to_club,viper,-5.269736402252555,4.0,0.0078635502188618
TCF21,basal_to_goblet,viper,-7.339547317205941,4.0,9.317253180609932e-05
TCF23,basal_to_ciliated,viper,-5.463319316080357,3.0,0.0018679828299956
TCF23,basal_to_club,viper,-8.559870315150423,3.0,2.9392646609143258e-08
TCF23,basal_to_goblet,viper,-6.439984132540393,3.0,9.798994747738698e-05
TCF24,basal_to_ciliated,viper,9.924095000696868,3.0,7.933730715717505e-10
TCF24,basal_to_club,viper,-1.2816312573551987,3.0,0.4508918485311972
TCF24,basal_to_goblet,viper,1.0575870345500376,3.0,0.560233836906561
TCF3,basal_to_ciliated,viper,-6.786668608309547,6.0,0.000248274518276
TCF3,basal_to_club,viper,-2.142551236961784,6.0,0.3924587127884195
TCF3,basal_to_goblet,viper,-4.734081238851507,6.0,0.0240263326357374
TCF4,basal_to_ciliated,viper,-11.754465062747204,5.0,3.022686492104948e-12
TCF4,basal_to_club,viper,-7.484281188802342,5.0,3.695863319190862e-05
TCF4,basal_to_goblet,viper,-6.289406049167306,5.0,0.0009287679630525
TCF7,basal_to_ciliated,viper,-2.8125251114211816,5.0,0.1058396224551602
TCF7,basal_to_club,viper,-6.520817628078869,5.0,0.0007037807602324
TCF7,basal_to_goblet,viper,-4.643101847367595,5.0,0.0285993515218973
TCF7L1,basal_to_ciliated,viper,-9.892982238213717,3.0,1.622734950618852e-09
TCF7L1,basal_to_club,viper,-6.266947359792727,3.0,2.3316830750165804e-05
TCF7L1,basal_to_goblet,viper,-8.300658610338838,3.0,1.1430151451889873e-07
TCF7L2,basal_to_ciliated,viper,-2.564076330907946,6.0,0.1424037530664609
TCF7L2,basal_to_club,viper,0.5109902341305401,6.0,0.2140725320400268
TCF7L2,basal_to_goblet,viper,-1.7794552116287488,6.0,0.1514534368141346
TCFL5,basal_to_ciliated,viper,12.246632984058564,3.0,1.907536906421296e-19
TCFL5,basal_to_club,viper,-1.8773929671489498,3.0,0.284495897874143
TCFL5,basal_to_goblet,viper,-0.7018474551900618,3.0,0.4769216630016095
TEAD1,basal_to_ciliated,viper,6.7485267101531825,4.0,5.362789398723898e-06
TEAD1,basal_to_club,viper,2.3197208223189585,4.0,0.2307334301845425
TEAD1,basal_to_goblet,viper,1.719589558037307,4.0,0.4040307654636269
TEAD2,basal_to_ciliated,viper,-6.243315844541521,4.0,0.0012822190350443
TEAD2,basal_to_club,viper,-4.264070092550446,4.0,0.0124606079051519
TEAD2,basal_to_goblet,viper,-7.440528694777085,4.0,4.947112682316104e-05
TEAD3,basal_to_ciliated,viper,-9.439782013257213,3.0,8.164106592501446e-08
TEAD3,basal_to_club,viper,-6.580797226171139,3.0,4.128665499679068e-05
TEAD3,basal_to_goblet,viper,-7.785351525392907,3.0,7.735381567216057e-07
TEAD4,basal_to_ciliated,viper,-21.64360218857481,6.0,3.3542211863582134e-34
TEAD4,basal_to_club,viper,-14.28387599907457,6.0,1.6827599508741488e-15
TEAD4,basal_to_goblet,viper,-18.004869382041594,6.0,3.801407217872375e-26
TEF,basal_to_ciliated,viper,4.460506685393643,3.0,0.0048645674960371
TEF,basal_to_club,viper,-2.0279752876317874,3.0,0.2651903339347651
TEF,basal_to_goblet,viper,-2.1219043327155944,3.0,0.2117335935798741
TERB1,basal_to_ciliated,viper,-1.6876269469603622,2.0,0.292569812656112
TERB1,basal_to_club,viper,-1.1146478112386078,2.0,0.6087757287834682
TERB1,basal_to_goblet,viper,-1.1504846966827296,2.0,0.6230862640681443
TERF1,basal_to_ciliated,viper,-7.209786937707968,4.0,0.0001303052563389
TERF1,basal_to_club,viper,-9.749251833261887,4.0,3.1485459897303184e-07
TERF1,basal_to_goblet,viper,-9.97753209940301,4.0,8.290597163794825e-08
TERF2,basal_to_ciliated,viper,5.681597718707286,4.0,0.0007717788016688
TERF2,basal_to_club,viper,-1.5342926785889446,4.0,0.4491588589005186
TERF2,basal_to_goblet,viper,-2.404662492379487,4.0,0.1345057601091136
TET1,basal_to_ciliated,viper,-19.32167581710969,3.0,8.467261778832049e-50
TET1,basal_to_club,viper,-11.158407949125754,3.0,2.4874956132518133e-16
TET1,basal_to_goblet,viper,-11.109148826978796,3.0,5.688033302424343e-17
TET2,basal_to_ciliated,viper,-0.12380707404185372,2.0,0.5728920816516203
TET2,basal_to_club,viper,3.132072607531721,2.0,0.0437177458522362
TET2,basal_to_goblet,viper,2.3112750586590947,2.0,0.1564857562916179
TET3,basal_to_ciliated,viper,3.136553914884845,2.0,0.0291102602701349
TET3,basal_to_club,viper,2.8949825443850417,2.0,0.0534894559557859
TET3,basal_to_goblet,viper,1.9628131088712812,2.0,0.3546953577224567
TFAP2A,basal_to_ciliated,viper,-15.626134491907196,6.0,4.268529804399194e-15
TFAP2A,basal_to_club,viper,-13.729382361628545,6.0,2.6915872031392988e-11
TFAP2A,basal_to_goblet,viper,-11.186095790402529,6.0,2.984515640694539e-08
TFAP2B,basal_to_ciliated,viper,-10.429183287134975,3.0,1.0303345197461796e-12
TFAP2B,basal_to_club,viper,-8.875038927768147,3.0,1.5747488300520343e-09
TFAP2B,basal_to_goblet,viper,-8.63009769161063,3.0,3.2174434992854665e-08
TFAP2C,basal_to_ciliated,viper,-13.43513382290622,6.0,3.578850984852378e-09
TFAP2C,basal_to_club,viper,-6.89885346747049,6.0,0.0005368361189897
TFAP2C,basal_to_goblet,viper,-6.8629920103937225,6.0,0.0047467204923007
TFAP2E,basal_to_ciliated,viper,-5.866330968681129,3.0,0.0002977048793401
TFAP2E,basal_to_club,viper,-3.2779184520791174,3.0,0.1062291118916923
TFAP2E,basal_to_goblet,viper,-5.382215569483196,3.0,0.0027496345664915
TFAP4,basal_to_ciliated,viper,-9.808550283111275,4.0,7.57837442338335e-08
TFAP4,basal_to_club,viper,-7.044931976575432,4.0,9.498867973414292e-05
TFAP4,basal_to_goblet,viper,-8.792557736926392,4.0,8.58300200708936e-07
TFCP2,basal_to_ciliated,viper,1.9540890115843326,3.0,0.2200088792833545
TFCP2,basal_to_club,viper,-3.4138921471792805,3.0,0.0587330489871425
TFCP2,basal_to_goblet,viper,-4.550443853351005,3.0,0.0119780579406269
TFCP2L1,basal_to_ciliated,viper,-10.792006784860462,3.0,2.8554378042054268e-11
TFCP2L1,basal_to_club,viper,-4.397523521575676,3.0,0.0074692122182388
TFCP2L1,basal_to_goblet,viper,-3.3362511762398275,3.0,0.0900359549222774
TFDP1,basal_to_ciliated,viper,-2.2965497189603603,4.0,0.0083298826646946
TFDP1,basal_to_club,viper,-10.296757696885074,4.0,2.0833377807971516e-08
TFDP1,basal_to_goblet,viper,-10.702412838048591,4.0,8.507508530908708e-09
TFDP2,basal_to_ciliated,viper,4.924822255793352,3.0,0.000697224570292
TFDP2,basal_to_club,viper,-1.9697800548456417,3.0,0.3911589782535651
TFDP2,basal_to_goblet,viper,-2.780742283471295,3.0,0.1317660903134029
TFDP3,basal_to_ciliated,viper,-5.8391947078544435,3.0,3.787612965941706e-05
TFDP3,basal_to_club,viper,-3.880602595500647,3.0,0.0095298038755081
TFDP3,basal_to_goblet,viper,-4.253970516937924,3.0,0.0049921017165366
TFE3,basal_to_ciliated,viper,-2.6624203862321734,3.0,0.0710375825235192
TFE3,basal_to_club,viper,-2.1974167424630098,3.0,0.2329854537726257
TFE3,basal_to_goblet,viper,-2.6858251650328073,3.0,0.1154226657064853
TFEB,basal_to_ciliated,viper,3.784023301622973,4.0,0.0308921480880928
TFEB,basal_to_club,viper,-2.1403058263840915,4.0,0.2329854537726257
TFEB,basal_to_goblet,viper,-1.0960795391751461,4.0,0.3993082170630614
TFEC,basal_to_ciliated,viper,-0.3646060080980634,3.0,0.7314462828254389
TFEC,basal_to_club,viper,-0.8633535787043594,3.0,0.6846726420547086
TFEC,basal_to_goblet,viper,-0.7386046054933151,3.0,0.7870692487697457
TGIF1,basal_to_ciliated,viper,-1.6538097372029694,3.0,0.0685552923817101
TGIF1,basal_to_club,viper,-4.410361719000199,3.0,0.0150936399969881
TGIF1,basal_to_goblet,viper,-4.3751834757183135,3.0,0.0107729881981109
TGIF2,basal_to_ciliated,viper,-13.124346055296826,4.0,3.963801930746798e-13
TGIF2,basal_to_club,viper,-10.046690154477268,4.0,3.782056350223503e-09
TGIF2,basal_to_goblet,viper,-12.255680694225756,4.0,3.107104025455871e-13
THAP1,basal_to_ciliated,viper,7.839634776995023,5.0,4.70548224642005e-05
THAP1,basal_to_club,viper,-4.388577304497991,5.0,0.0705914540837407
THAP1,basal_to_goblet,viper,-3.293962384634163,5.0,0.207184142935417
THAP10,basal_to_ciliated,viper,4.480032585390411,3.0,0.0019198038933798
THAP10,basal_to_club,viper,-4.090731945195085,3.0,0.020564169289516
THAP10,basal_to_goblet,viper,-3.5675902781655595,3.0,0.0520547055345097
THAP11,basal_to_ciliated,viper,-4.219504560675799,5.0,0.0088619596538014
THAP11,basal_to_club,viper,-6.445575024677535,5.0,0.001054785264893
THAP11,basal_to_goblet,viper,-5.903916765247684,5.0,0.0010067978074437
THAP12,basal_to_ciliated,viper,-1.1242871696592043,2.0,0.4167014759001693
THAP12,basal_to_club,viper,1.6944524547102098,2.0,0.3806998805865146
THAP12,basal_to_goblet,viper,1.359331352050596,2.0,0.247068499665701
THAP2,basal_to_ciliated,viper,3.325693156979095,3.0,0.0230097185329804
THAP2,basal_to_club,viper,-2.3480165322542654,3.0,0.2339365935599637
THAP2,basal_to_goblet,viper,-3.0485612464698586,3.0,0.1266221588228618
THAP3,basal_to_ciliated,viper,-3.7030696645504997,3.0,0.0393841004079898
THAP3,basal_to_club,viper,-4.137851237602312,3.0,0.0302253220001006
THAP3,basal_to_goblet,viper,-3.3676566862688135,3.0,0.0867371894098569
THAP4,basal_to_ciliated,viper,-4.841072005461657,3.0,0.0018203259796951
THAP4,basal_to_club,viper,-7.138910495410045,3.0,1.1660963173872187e-05
THAP4,basal_to_goblet,viper,-6.354054521441216,3.0,6.185960979244086e-05
THAP5,basal_to_ciliated,viper,3.1856596527032095,3.0,0.076183650062689
THAP5,basal_to_club,viper,0.8443033351645292,3.0,0.4007296527487425
THAP5,basal_to_goblet,viper,0.6650048578236393,3.0,0.4175620044195945
THAP6,basal_to_ciliated,viper,7.112436254488419,3.0,1.721847905003049e-06
THAP6,basal_to_club,viper,0.5225490967329194,3.0,0.5521952653646929
THAP6,basal_to_goblet,viper,-1.3344139938012947,3.0,0.4038006746541026
THAP7,basal_to_ciliated,viper,3.3259242281216395,3.0,0.0193742256655539
THAP7,basal_to_club,viper,-2.649746778519398,3.0,0.175631226678242
THAP7,basal_to_goblet,viper,-0.9478146584784596,3.0,0.5794853436642482
THAP8,basal_to_ciliated,viper,3.312552846532353,3.0,0.0315433301383877
THAP8,basal_to_club,viper,-1.8491404375811233,3.0,0.2133740685532872
THAP8,basal_to_goblet,viper,-0.5502386213891244,3.0,0.4634836504231209
THAP9,basal_to_ciliated,viper,3.5612846373968203,3.0,0.0019288091672987
THAP9,basal_to_club,viper,-4.686361475099582,3.0,0.0012196937629974
THAP9,basal_to_goblet,viper,-6.372185261168369,3.0,2.3781217615015656e-05
THRA,basal_to_ciliated,viper,8.22978739857655,4.0,2.555903501463209e-06
THRA,basal_to_club,viper,1.8252092574209169,4.0,0.2949762677717304
THRA,basal_to_goblet,viper,-0.00022737287139984463,4.0,0.5818056716151394
THRB,basal_to_ciliated,viper,1.4123568293228805,3.0,0.3638592623945476
THRB,basal_to_club,viper,3.2950134742364465,3.0,0.1125459822600272
THRB,basal_to_goblet,viper,5.1027931114900165,3.0,0.0072021389512139
THYN1,basal_to_ciliated,viper,4.435512544538372,2.0,0.0011344551829702
THYN1,basal_to_club,viper,-2.827695887245718,2.0,0.08511969584001
THYN1,basal_to_goblet,viper,-2.2633997533109627,2.0,0.1744041229132106
TIGD1,basal_to_ciliated,viper,4.369612723158533,2.0,0.0007906901028713
TIGD1,basal_to_club,viper,-1.8366791148131145,2.0,0.4247012660000954
TIGD1,basal_to_goblet,viper,-3.093562407986277,2.0,0.0491152182494675
TIGD2,basal_to_ciliated,viper,-7.809164081748998,3.0,7.774087252463698e-06
TIGD2,basal_to_club,viper,-1.9771807943252069,3.0,0.3866991224306196
TIGD2,basal_to_goblet,viper,-3.426799276339232,3.0,0.1193144497497167
TIGD3,basal_to_ciliated,viper,-1.4286780669576256,3.0,0.0719687481035743
TIGD3,basal_to_club,viper,-6.613150434143873,3.0,6.567723304837488e-06
TIGD3,basal_to_goblet,viper,-5.819367428300378,3.0,0.0022317453932089
TIGD4,basal_to_ciliated,viper,14.4921749590895,3.0,1.3592593000456529e-17
TIGD4,basal_to_club,viper,1.284747365270881,2.0,0.4710645368309942
TIGD4,basal_to_goblet,viper,3.0780950201325417,3.0,0.0974963260892006
TIGD5,basal_to_ciliated,viper,-3.899346288040626,3.0,0.0108195906151916
TIGD5,basal_to_club,viper,-3.459823088754049,3.0,0.0658858048531588
TIGD5,basal_to_goblet,viper,-2.626393073476145,3.0,0.148070469748305
TIGD6,basal_to_ciliated,viper,6.532969665305384,3.0,1.6945930394677416e-05
TIGD6,basal_to_club,viper,1.2649560112608853,3.0,0.4355754495481123
TIGD6,basal_to_goblet,viper,2.1671601026990706,3.0,0.2063960209989884
TIGD7,basal_to_ciliated,viper,3.3269204293413597,3.0,0.0199740894751756
TIGD7,basal_to_club,viper,-1.6574503205854694,3.0,0.4246180424020722
TIGD7,basal_to_goblet,viper,-2.5350082737175286,3.0,0.2052637386718838
TLX1,basal_to_ciliated,viper,-8.136276819086572,3.0,1.7217834316892753e-06
TLX1,basal_to_club,viper,-8.188759255832151,3.0,4.188752978350979e-07
TLX1,basal_to_goblet,viper,-6.604573369202484,3.0,9.787709275334874e-05
TLX2,basal_to_ciliated,viper,-2.694325931147733,3.0,0.106187691844569
TLX2,basal_to_club,viper,-5.867729382896221,3.0,0.0008233725751516
TLX2,basal_to_goblet,viper,-3.750414414460333,3.0,0.0279659902820357
TLX3,basal_to_ciliated,viper,-6.477251132134438,3.0,0.0005692843131247
TLX3,basal_to_club,viper,-4.506325016201692,3.0,0.0051471009831553
TLX3,basal_to_goblet,viper,-4.433022050427839,3.0,0.015628264692728
TMF1,basal_to_ciliated,viper,7.113955248199451,2.0,1.8176536988664617e-08
TMF1,basal_to_club,viper,1.9840257300588193,2.0,0.2543955510205108
TMF1,basal_to_goblet,viper,2.3875521844516396,2.0,0.1776415531531017
TOPORS,basal_to_ciliated,viper,-3.7664874377464685,2.0,0.0057254837907367
TOPORS,basal_to_club,viper,-2.760027182235573,2.0,0.0736250323685135
TOPORS,basal_to_goblet,viper,-3.5294720535132558,2.0,0.0211204589108638
TP53,basal_to_ciliated,viper,-23.76225294423312,5.0,2.0416114373151704e-45
TP53,basal_to_club,viper,-13.45483755375606,5.0,5.688259997462338e-16
TP53,basal_to_goblet,viper,-15.53776998632886,5.0,2.098425341884544e-19
TP63,basal_to_ciliated,viper,-22.016145006143176,5.0,1.0324863840704884e-36
TP63,basal_to_club,viper,-22.10568256220882,5.0,1.1135707731525609e-35
TP63,basal_to_goblet,viper,-19.121610594449052,5.0,5.3779135562699385e-28
TP73,basal_to_ciliated,viper,10.772866033882213,3.0,2.842652929086733e-15
TP73,basal_to_club,viper,-2.0308293904795574,3.0,0.3998023280160161
TP73,basal_to_goblet,viper,0.7400941810483239,3.0,0.299546306919631
TRAFD1,basal_to_ciliated,viper,0.8321658070836586,3.0,0.3289299566893646
TRAFD1,basal_to_club,viper,0.4771771419422845,3.0,0.6573810108085336
TRAFD1,basal_to_goblet,viper,0.28742212268389195,3.0,0.6951818965455043
TRERF1,basal_to_ciliated,viper,4.472607175499392,3.0,0.0086304381822822
TRERF1,basal_to_club,viper,-0.7803164735740334,3.0,0.5761767374557365
TRERF1,basal_to_goblet,viper,0.2833094663529401,3.0,0.7873348297602782
TRPS1,basal_to_ciliated,viper,-4.1642909991488795,3.0,0.0063076565477588
TRPS1,basal_to_club,viper,-2.033750766815724,3.0,0.0148310717194494
TRPS1,basal_to_goblet,viper,-1.793021101920973,3.0,0.0283906886404364
TSC22D1,basal_to_ciliated,viper,-7.506479996122809,3.0,2.210024646413652e-06
TSC22D1,basal_to_club,viper,-5.205459257297342,3.0,0.0006658922954189
TSC22D1,basal_to_goblet,viper,-6.967901330063853,3.0,1.7062357894960267e-05
TSHZ1,basal_to_ciliated,viper,1.8605551865858192,3.0,0.1461813205318104
TSHZ1,basal_to_club,viper,-2.838226203928018,3.0,0.1004986291044398
TSHZ1,basal_to_goblet,viper,-3.747346353225078,3.0,0.0304697403607323
TSHZ2,basal_to_ciliated,viper,-6.059909511581983,3.0,0.0001985667946184
TSHZ2,basal_to_club,viper,-4.275739405191552,3.0,0.0144229142367311
TSHZ2,basal_to_goblet,viper,-3.847203491962219,3.0,0.0295533094335421
TSHZ3,basal_to_ciliated,viper,-10.469797865927099,3.0,6.305923018026619e-10
TSHZ3,basal_to_club,viper,-8.160836053645395,3.0,1.2954188133432394e-06
TSHZ3,basal_to_goblet,viper,-8.493548251588194,3.0,7.735381567216057e-07
TTF1,basal_to_ciliated,viper,0.9309003617087017,2.0,0.5400537015080721
TTF1,basal_to_club,viper,-2.705079902092005,2.0,0.1328680156869384
TTF1,basal_to_goblet,viper,-2.1621096525980916,2.0,0.2325660899322303
TWIST1,basal_to_ciliated,viper,-11.094880112162425,4.0,7.278810153405061e-12
TWIST1,basal_to_club,viper,-10.365636295816316,4.0,5.164594205522118e-10
TWIST1,basal_to_goblet,viper,-7.922433956778942,4.0,3.8872140351675895e-05
TWIST2,basal_to_ciliated,viper,-7.698667939687944,2.0,1.3201801821251551e-08
TWIST2,basal_to_club,viper,-6.684359298020016,2.0,2.192234558613809e-06
TWIST2,basal_to_goblet,viper,-7.9294244770658615,2.0,1.4689065112348494e-08
UBP1,basal_to_ciliated,viper,-4.729977344668571,3.0,0.0039893954987794
UBP1,basal_to_club,viper,-3.074801925806722,3.0,0.0803627295042423
UBP1,basal_to_goblet,viper,-4.5742751622775035,3.0,0.009076331076944
USF1,basal_to_ciliated,viper,12.301340618187044,5.0,2.2349290960134143e-16
USF1,basal_to_club,viper,3.541495856760347,5.0,0.0335614074546259
USF1,basal_to_goblet,viper,3.459853335404861,5.0,0.0613311508735961
USF2,basal_to_ciliated,viper,3.22679298457449,5.0,0.0277971148387863
USF2,basal_to_club,viper,1.32319585381948,5.0,0.2641542077828175
USF2,basal_to_goblet,viper,2.374172171469104,5.0,0.077270062483568
USF3,basal_to_ciliated,viper,4.469197968771332,2.0,0.0006069714446729
USF3,basal_to_club,viper,2.6275497922778297,2.0,0.0996891306122522
USF3,basal_to_goblet,viper,1.8201811613532284,2.0,0.3274304472796492
VAX1,basal_to_ciliated,viper,-10.104630267089084,3.0,1.29822964704389e-10
VAX1,basal_to_club,viper,-5.705669070507724,3.0,0.000438175776168
VAX1,basal_to_goblet,viper,-4.16489573278163,3.0,0.0196895922189754
VAX2,basal_to_ciliated,viper,-6.911204204656019,3.0,0.0001985667946184
VAX2,basal_to_club,viper,-7.1233633831233805,3.0,1.628709650618743e-05
VAX2,basal_to_goblet,viper,-6.692979462728381,3.0,0.0002137470071928
VDR,basal_to_ciliated,viper,5.5052769771344,5.0,0.0002533448627211
VDR,basal_to_club,viper,-2.990337789550961,5.0,0.1190893011562643
VDR,basal_to_goblet,viper,-1.8569510328801766,5.0,0.1026018768083338
VENTX,basal_to_ciliated,viper,-2.482363388018915,3.0,0.0999542663519097
VENTX,basal_to_club,viper,-4.240063553369015,3.0,0.0042654561625729
VENTX,basal_to_goblet,viper,-3.241999818943262,3.0,0.0437879288194578
VEZF1,basal_to_ciliated,viper,3.834616784350862,3.0,0.0112066672350279
VEZF1,basal_to_club,viper,0.5517547198700306,3.0,0.8612051030708808
VEZF1,basal_to_goblet,viper,-0.627895199193416,3.0,0.8024477729670562
VSX1,basal_to_ciliated,viper,-6.557693529910088,3.0,3.662936957146193e-05
VSX1,basal_to_club,viper,-6.249845649693669,3.0,0.0005045121730702
VSX1,basal_to_goblet,viper,-5.169475996321955,3.0,0.0015579214443308
WIZ,basal_to_ciliated,viper,-1.8055788684064806,3.0,0.2983718208889074
WIZ,basal_to_club,viper,1.9084480477157504,3.0,0.4577852478490857
WIZ,basal_to_goblet,viper,0.09817422198943014,3.0,0.709207451231653
WT1,basal_to_ciliated,viper,-13.93966390525331,4.0,7.49012606014216e-24
WT1,basal_to_club,viper,-20.615518828656466,4.0,2.5746351884414888e-48
WT1,basal_to_goblet,viper,-14.400969610519926,4.0,8.596221680556167e-25
XBP1,basal_to_ciliated,viper,-3.3352060779617356,4.0,0.0286035549377325
XBP1,basal_to_club,viper,9.100540751000555,4.0,7.5070530722245795e-06
XBP1,basal_to_goblet,viper,9.445386065000013,4.0,1.083816541671432e-05
XPA,basal_to_ciliated,viper,-5.078480586817699,3.0,0.0011200478954462
XPA,basal_to_club,viper,-6.34518916974187,3.0,6.080505189823253e-05
XPA,basal_to_goblet,viper,-7.753316073384623,3.0,8.996812747050064e-06
YBX1,basal_to_ciliated,viper,-11.012087683253379,3.0,3.5673402288899334e-11
YBX1,basal_to_club,viper,-6.326997190323392,3.0,1.2545057450032356e-05
YBX1,basal_to_goblet,viper,-8.209465503428827,3.0,1.757255224326323e-08
YBX2,basal_to_ciliated,viper,9.069153879459122,3.0,3.300984205936976e-10
YBX2,basal_to_club,viper,-5.68214172459309,2.0,6.256705196256978e-05
YBX2,basal_to_goblet,viper,-4.1900202991167355,3.0,0.0012714511582167
YBX3,basal_to_ciliated,viper,2.6404221407257675,2.0,0.0449052512978948
YBX3,basal_to_club,viper,-1.2778463533405608,2.0,0.4505878777985619
YBX3,basal_to_goblet,viper,0.2284587440023187,2.0,0.6967466826321181
YY1,basal_to_ciliated,viper,-3.5318348115655014,6.0,0.0552581704218412
YY1,basal_to_club,viper,-4.644415767265515,6.0,0.0123413291064566
YY1,basal_to_goblet,viper,-5.440011186536624,6.0,0.0023306518943078
YY2,basal_to_ciliated,viper,-3.3437972943462135,3.0,0.0274757881748546
YY2,basal_to_club,viper,-4.462065265349193,3.0,0.0255947904418359
YY2,basal_to_goblet,viper,-4.664824155189885,3.0,0.0125303476734698
ZBED1,basal_to_ciliated,viper,6.131495318756073,4.0,1.875215063903097e-05
ZBED1,basal_to_club,viper,-1.1826241777821718,4.0,0.3806998805865146
ZBED1,basal_to_goblet,viper,1.5416627350715935,4.0,0.3299279049492701
ZBED2,basal_to_ciliated,viper,-8.603165220046787,3.0,3.0030767131214876e-06
ZBED2,basal_to_club,viper,-7.6517824475757035,3.0,5.448806196960335e-06
ZBED2,basal_to_goblet,viper,-6.275556280548157,3.0,0.0002389041295763
ZBED3,basal_to_ciliated,viper,-5.578181918696137,3.0,0.0001681448285434
ZBED3,basal_to_club,viper,-0.6482220418321228,3.0,0.2812812341432752
ZBED3,basal_to_goblet,viper,-2.6251959351999266,3.0,0.070850502027683
ZBED4,basal_to_ciliated,viper,1.4821116658807023,3.0,0.1737272621124958
ZBED4,basal_to_club,viper,-2.320539471135279,3.0,0.1990761869593367
ZBED4,basal_to_goblet,viper,-2.969812107272606,3.0,0.1382612104810303
ZBED5,basal_to_ciliated,viper,3.2273968878045323,2.0,0.0144603819982791
ZBED5,basal_to_club,viper,0.6712561682035396,2.0,0.7961543904123864
ZBED5,basal_to_goblet,viper,-1.3017957804037092,2.0,0.4998942689190515
ZBED6,basal_to_ciliated,viper,-0.4980071769790076,1.0,0.6837651438240526
ZBED6,basal_to_club,viper,1.7975595084510745,1.0,0.1994327467461521
ZBED6,basal_to_goblet,viper,1.5152963184573252,1.0,0.3223485213412004
ZBTB1,basal_to_ciliated,viper,0.43186123020281975,3.0,0.4398630134061793
ZBTB1,basal_to_club,viper,-0.6372308657915929,3.0,0.5328141414812813
ZBTB1,basal_to_goblet,viper,-2.6372900160200583,3.0,0.2002616755784602
ZBTB10,basal_to_ciliated,viper,4.868195669551369,3.0,0.0046688778610729
ZBTB10,basal_to_club,viper,3.327117741907839,3.0,0.0452769707538528
ZBTB10,basal_to_goblet,viper,1.485584144035888,3.0,0.4917709304935437
ZBTB11,basal_to_ciliated,viper,1.7321902123997992,4.0,0.2333571069941673
ZBTB11,basal_to_club,viper,2.2580423497344286,4.0,0.2024898877204199
ZBTB11,basal_to_goblet,viper,-0.8568382034701252,4.0,0.3993269214750773
ZBTB12,basal_to_ciliated,viper,-1.156582563629402,3.0,0.4537450775091619
ZBTB12,basal_to_club,viper,-2.7415798659528217,3.0,0.1179274104052545
ZBTB12,basal_to_goblet,viper,-4.358806823043254,3.0,0.0070978441890086
ZBTB14,basal_to_ciliated,viper,2.3737722686830627,2.0,0.0847960853335565
ZBTB14,basal_to_club,viper,0.1911249939397134,2.0,0.736958576165456
ZBTB14,basal_to_goblet,viper,-0.13807821628992667,2.0,0.7907784246938828
ZBTB16,basal_to_ciliated,viper,-1.9192273846384054,4.0,0.2496529666243246
ZBTB16,basal_to_club,viper,-2.8451654589693574,4.0,0.0886078455492506
ZBTB16,basal_to_goblet,viper,-5.443975972878743,4.0,0.0004575961708571
ZBTB17,basal_to_ciliated,viper,2.008702120433346,3.0,0.2233582727442971
ZBTB17,basal_to_club,viper,-1.0044367940957482,3.0,0.396509311385389
ZBTB17,basal_to_goblet,viper,-0.5192780615296533,3.0,0.3826885104940287
ZBTB18,basal_to_ciliated,viper,6.5435345388762025,2.0,1.9853914844749044e-06
ZBTB18,basal_to_club,viper,2.338920274799622,2.0,0.1689726675891797
